"","mean","skewness","kurtosis","entropy","complexity","Q1","Q3"
"2",94.6316934404284,1.00496254437901,3.01890025856621,5.23355168498594,4.32181599389045,89,100
"3",136.56228920742,0.48565174617234,1.9969896585051,5.20168428287084,3.94139813384174,131,142
"4",121.833099757931,0.169509536947713,1.40373285317425,5.39044750780724,2.89259864502404,114,129
"5",81.0777288598755,0.43437399596555,1.7415932444791,5.2484028685297,2.63467758615703,74,87
"6",94.291569992266,0.779352760869428,2.16468800895111,5.58866976412031,4.70780222491767,87,101
"7",115.269592476489,0.441275670355059,1.83460102250399,5.10763319891009,2.58858731262113,110,120
"8",77.6961880194898,0.706158258989709,1.9809066388281,4.59633705734993,2.91401312141682,74,81
"9",86.1287878787879,0.928764536292398,2.41874579934935,5.20075398907486,3.90152634882197,80,90
"10",126.660824600741,-0.202231917261793,1.77919707450722,6.20236163712619,2.36772600450116,111,143
"11",94.0182978840492,0.486749339020614,1.90311276719919,5.64292029044099,3.24404414722477,85,102
"12",97.8586276829474,0.578654581376307,2.34343335233545,5.62318097322832,3.48922254144213,88,106
"13",147.459813084112,0.639960061876223,2.49334590329247,6.27212768698785,3.66061556644332,129,162
"14",91.6138358286009,0.589465259902163,1.96682866354095,5.03508841862683,3.57598424357507,87,96
"15",51.2530932594644,0.0176035947205335,1.3791749995054,5.07077205512361,1.9267114975554,45,57
"16",92.9634955752212,0.328156898005526,1.65358484927334,3.82127725487933,1.35030469425198,91,94
"17",149.02158036516,0.964985912590657,3.30232747554211,6.19214878434584,3.67844399243624,125,167
"18",89.6412301556868,1.18945813430489,3.09757128972355,5.60610002928667,2.58237521302066,82,95
"19",93.9722129386488,0.494566114925896,1.75124273007782,5.48433816514822,3.75071878088204,86,101
"20",142.002257181943,-0.0153648369885204,1.47356978765018,5.48423234296501,2.26376871765195,134,149
"21",129.897107166338,0.683052388936849,2.06029391110541,4.73600857081791,3.51536567359494,126,133
"22",112.774048289142,0.458364755717428,1.6783530043404,5.17070210789408,2.42036700880002,106,118
"23",109.526768701211,0.458162375874085,1.81428214408754,5.75226198759033,2.12722072219513,101,119
"24",90.7902298850575,0.425800433287379,2.83974152226259,5.22255002741031,2.32209257904773,84,98
"25",113.311712265601,0.195894253740679,1.7399827601336,5.30710769857702,1.89195947884294,106,119
"26",80.2968164794007,0.525169149344324,2.14381638802514,4.48166307642729,2.89202620786524,76,84
"27",117.048934253978,1.0453407909687,2.72906485246114,4.3386417202465,2.45823138859253,114,118
"28",77.998750780762,0.256265939771999,1.90616975650344,4.26887740364557,2.634238078936,74,80
"29",73.2552319309601,0.66377366947272,1.86886845164406,4.06186368431061,2.13170835500328,70,75
"30",118.195576562918,1.52542288393342,3.75071031013013,5.31708783581803,3.19717151019533,110,120
"31",123.970788970789,0.618983973518023,3.56933157310254,5.45166658403713,2.54824169939512,113,134
"32",102.452562151192,0.413738692550702,1.92832305249937,5.09160366525924,3.26808027792159,96,108
"33",142.604132680805,0.00848615704829348,1.55504329557672,5.07571231951042,2.76186290969584,136,148
"34",89.5453250222618,0.690268696436467,2.17350311746087,4.63376787128997,2.7424817447443,86,93
"35",89.5339444836207,0.624989877699492,1.95497969627937,4.44668285925725,2.32825383567778,86,92
"36",105.456338028169,1.24795707109164,3.67876399081852,3.67806408659151,1.33519394790221,104,106
"37",84.8432055749129,0.564492465895383,2.57645051289549,4.09648802201998,2.33314688194363,82,87
"38",132.281856689022,0.595156094589331,2.63957450822615,4.97035535064643,1.96957233215021,127,137
"39",117.663608562691,0.364014702519375,1.93554839454153,5.41389874099495,3.75928996623981,108,125
"40",103.430086788814,0.692945013086808,2.47251805191404,4.63279779705294,3.11172101087435,99,107
"41",130.667918231122,0.169010130982441,1.46505791339901,4.70647131499657,2.91578129797565,126,134
"42",114.129665122717,0.576204528582221,1.74620510420847,5.35364394871404,3.62598750054946,107,121
"43",130.237030133582,-0.11179317826408,1.83615187134512,5.05256914266023,4.57269756448395,123,136
"44",129.35514306225,1.5345191388406,4.10879061399024,6.07216256246423,3.02581015552038,118,145
"45",82.453558504222,0.220754996625977,1.80989899197418,4.23912269670331,2.16127023702931,79,85
"46",106.91957605985,0.0376248627882501,2.25297440578763,6.21210009195602,2.37615638636952,90,120
"47",98.2305643729488,0.592489474006818,1.91060984334262,6.03674949474749,3.32247202725802,88,110
"48",68.6091221016879,-0.313704395120326,1.78691162429599,5.4475259045313,3.22609200931727,60,76
"49",111.817538593482,1.37747571241977,3.66616025420894,4.53400300322134,2.97575540759559,109,114
"50",59.8404570461278,0.656214902907893,2.04282501714213,4.3555679375359,1.80005777757002,57,63
"51",95.2462073160136,0.756631317145737,2.2721806747779,4.82989677753841,2.17220941487269,90,100
"52",98.484,0.0559528533201403,1.58556552403773,4.14084205247259,2.94494055100247,95,101
"53",154.050101881817,0.741664131989257,2.2163913955698,5.05929257867733,4.07038162193975,149,159
"54",164.098888608234,0.353648061921915,1.60483416031631,4.95352471272701,2.51158971926091,159,169
"55",143.66996014335,0.11346605180314,1.3971479425376,5.19748825541698,3.56112758780189,137,150
"56",132.134713872189,0.589026310448334,1.9547303631819,4.48483447490957,3.76355094597256,128,135
"57",95.2139657036923,0.734048076228106,2.32548829044834,5.19435484368839,4.14575018967182,88,99
"58",115.007698887938,0.164875296335278,1.49986848832305,5.11904183469841,3.29200182299749,109,121
